,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted
3816,0.31,5-Ideal,6-E,3-SI1,60.1,57.0,4.36,4.39,2.63,5,3287.25895224646
3817,1.0,1-Fair,6-E,3-SI1,57.4,61.0,6.53,6.63,3.78,5,3287.25895224646
3818,1.09,5-Ideal,5-F,3-SI1,62.0,56.0,6.61,6.59,4.09,4,3693.570192635153
3819,1.18,3-Very Good,6-E,1-I1,62.5,58.0,6.62,6.75,4.18,5,3287.25895224646
3820,1.11,5-Ideal,2-I,3-SI1,61.4,60.0,6.61,6.65,4.07,1,4912.503913801233
3821,0.31,3-Very Good,5-F,5-VS1,60.9,56.0,4.37,4.38,2.66,4,3693.570192635153
3822,1.27,4-Premium,2-I,5-VS1,59.5,61.0,7.08,7.04,4.2,1,4912.503913801233
3823,0.3,4-Premium,5-F,4-VS2,62.2,60.0,4.27,4.22,2.64,4,3693.570192635153
3824,0.85,5-Ideal,6-E,5-VS1,63.0,57.0,6.08,5.99,3.8,5,3287.25895224646
3825,0.28,3-Very Good,4-G,4-VS2,62.0,56.0,4.16,4.19,2.59,3,4099.881433023846
3826,0.32,5-Ideal,3-H,3-SI1,61.2,56.0,4.43,4.46,2.72,2,4506.192673412539
3827,1.71,2-Good,2-I,5-VS1,63.7,58.0,7.58,7.54,4.81,1,4912.503913801233
3828,1.06,4-Premium,3-H,4-VS2,62.6,58.0,6.54,6.49,4.08,2,4506.192673412539
3829,0.33,3-Very Good,3-H,6-VVS2,61.9,56.0,4.44,4.47,2.76,2,4506.192673412539
3830,0.75,3-Very Good,7-D,6-VVS2,59.4,59.0,5.88,5.94,3.51,6,2880.947711857767
3831,1.01,3-Very Good,3-H,4-VS2,61.2,57.0,6.49,6.41,3.95,2,4506.192673412539
3832,0.36,5-Ideal,2-I,5-VS1,60.5,57.0,4.56,4.59,2.77,1,4912.503913801233
3833,0.32,4-Premium,4-G,5-VS1,60.6,60.0,4.4,4.44,2.68,3,4099.881433023846
3834,0.91,5-Ideal,5-F,2-SI2,62.2,56.0,6.17,6.14,3.83,4,3693.570192635153
3835,0.39,5-Ideal,6-E,5-VS1,62.3,54.4,4.66,4.69,2.91,5,3287.25895224646
3836,1.3,4-Premium,3-H,2-SI2,60.4,61.0,7.09,7.04,4.27,2,4506.192673412539
3837,1.18,5-Ideal,6-E,1-I1,61.6,56.0,6.82,6.79,4.19,5,3287.25895224646
3838,1.7,3-Very Good,5-F,4-VS2,60.8,60.0,7.65,7.68,4.66,4,3693.570192635153
3839,0.56,3-Very Good,6-E,6-VVS2,60.3,57.0,5.33,5.37,3.23,5,3287.25895224646
3840,0.24,5-Ideal,2-I,5-VS1,62.0,56.0,4.0,4.01,2.48,1,4912.503913801233
3841,2.15,4-Premium,4-G,2-SI2,58.9,58.0,8.46,8.41,4.97,3,4099.881433023846
3842,1.17,3-Very Good,3-H,3-SI1,59.6,62.0,6.88,6.82,4.08,2,4506.192673412539
3843,0.31,4-Premium,3-H,2-SI2,59.5,59.0,4.39,4.45,2.63,2,4506.192673412539
3844,1.71,4-Premium,1-J,3-SI1,62.9,58.0,7.64,7.58,4.79,0,5318.815154189925
3845,0.42,5-Ideal,4-G,5-VS1,61.9,56.0,4.77,4.82,2.97,3,4099.881433023846
3846,1.02,3-Very Good,7-D,4-VS2,63.7,55.0,6.42,6.45,4.1,6,2880.947711857767
3847,1.2,3-Very Good,6-E,4-VS2,60.7,59.0,6.79,6.86,4.14,5,3287.25895224646
3848,1.01,5-Ideal,6-E,4-VS2,62.5,54.0,6.39,6.42,4.0,5,3287.25895224646
3849,0.32,5-Ideal,4-G,2-SI2,62.2,53.0,4.4,4.44,2.75,3,4099.881433023846
3850,0.5,4-Premium,6-E,4-VS2,60.5,60.0,5.09,5.13,3.09,5,3287.25895224646
3851,1.23,2-Good,7-D,1-I1,63.7,58.0,6.79,6.72,4.3,6,2880.947711857767
3852,1.8,4-Premium,2-I,2-SI2,61.8,59.0,7.9,7.8,4.85,1,4912.503913801233
3853,1.51,5-Ideal,3-H,4-VS2,62.5,56.0,7.37,7.33,4.57,2,4506.192673412539
3854,0.54,5-Ideal,3-H,5-VS1,61.6,59.0,5.22,5.24,3.22,2,4506.192673412539
3855,0.3,5-Ideal,4-G,6-VVS2,62.7,57.0,4.32,4.26,2.69,3,4099.881433023846
3856,1.68,5-Ideal,4-G,4-VS2,62.5,54.0,7.61,7.64,4.76,3,4099.881433023846
3857,0.77,5-Ideal,7-D,4-VS2,61.3,56.0,5.87,5.9,3.61,6,2880.947711857767
3858,1.1,4-Premium,5-F,3-SI1,59.5,59.0,6.7,6.77,4.01,4,3693.570192635153
3859,0.76,3-Very Good,4-G,4-VS2,61.1,57.0,5.84,5.95,3.6,3,4099.881433023846
3860,1.02,3-Very Good,2-I,2-SI2,62.8,56.0,6.42,6.38,4.02,1,4912.503913801233
3861,1.25,5-Ideal,5-F,7-VVS1,62.2,56.0,6.89,6.93,4.3,4,3693.570192635153
3862,0.33,4-Premium,2-I,5-VS1,61.1,59.0,4.44,4.47,2.72,1,4912.503913801233
3863,0.5,5-Ideal,3-H,3-SI1,62.2,53.0,5.06,5.14,3.17,2,4506.192673412539
3864,0.28,3-Very Good,5-F,6-VVS2,61.6,56.0,4.2,4.23,2.59,4,3693.570192635153
3865,0.31,3-Very Good,3-H,6-VVS2,62.6,56.0,4.33,4.36,2.72,2,4506.192673412539
3866,0.51,4-Premium,7-D,4-VS2,61.9,62.0,5.12,5.09,3.16,6,2880.947711857767
3867,1.55,5-Ideal,6-E,6-VVS2,62.5,55.0,7.38,7.4,4.62,5,3287.25895224646
3868,0.43,5-Ideal,4-G,3-SI1,62.6,56.0,4.79,4.82,3.01,3,4099.881433023846
3869,0.77,3-Very Good,3-H,5-VS1,62.2,57.0,5.81,5.86,3.63,2,4506.192673412539
3870,0.9,2-Good,5-F,2-SI2,64.2,62.0,6.0,6.08,3.88,4,3693.570192635153
3871,1.71,5-Ideal,1-J,5-VS1,62.1,55.0,7.73,7.65,4.78,0,5318.815154189925
3872,1.0,2-Good,7-D,3-SI1,57.6,62.0,6.62,6.5,3.78,6,2880.947711857767
3873,0.52,3-Very Good,6-E,3-SI1,62.8,57.0,5.09,5.13,3.21,5,3287.25895224646
3874,0.31,5-Ideal,3-H,4-VS2,61.9,55.0,4.38,4.35,2.7,2,4506.192673412539
3875,0.33,4-Premium,4-G,4-VS2,61.3,59.0,4.46,4.44,2.73,3,4099.881433023846
3876,1.51,1-Fair,6-E,4-VS2,65.0,58.0,7.06,7.12,4.61,5,3287.25895224646
3877,0.82,5-Ideal,3-H,5-VS1,61.5,56.0,6.0,6.04,3.7,2,4506.192673412539
3878,1.04,2-Good,1-J,3-SI1,64.2,58.0,6.42,6.34,4.1,0,5318.815154189925
3879,1.5,4-Premium,6-E,4-VS2,61.8,59.0,7.38,7.31,4.54,5,3287.25895224646
3880,2.02,3-Very Good,3-H,4-VS2,62.7,58.0,7.96,8.01,5.01,2,4506.192673412539
3881,0.52,5-Ideal,4-G,5-VS1,61.2,56.0,5.19,5.23,3.19,3,4099.881433023846
3882,0.34,2-Good,6-E,3-SI1,63.5,55.0,4.44,4.47,2.83,5,3287.25895224646
3883,1.04,5-Ideal,4-G,4-VS2,61.9,54.0,6.53,6.56,4.05,3,4099.881433023846
3884,1.54,4-Premium,2-I,3-SI1,61.8,57.0,7.43,7.37,4.57,1,4912.503913801233
3885,0.7,1-Fair,1-J,4-VS2,64.6,58.0,5.58,5.56,3.6,0,5318.815154189925
3886,1.52,2-Good,1-J,3-SI1,63.6,60.0,7.25,7.21,4.6,0,5318.815154189925
3887,1.1,4-Premium,6-E,2-SI2,60.7,58.0,6.77,6.65,4.07,5,3287.25895224646
3888,0.4,4-Premium,6-E,2-SI2,60.5,59.0,4.74,4.78,2.88,5,3287.25895224646
3889,0.71,2-Good,6-E,2-SI2,58.8,63.0,5.75,5.88,3.42,5,3287.25895224646
3890,0.31,5-Ideal,6-E,4-VS2,61.6,57.0,4.38,4.35,2.69,5,3287.25895224646
3891,0.37,4-Premium,6-E,4-VS2,63.0,58.0,4.58,4.53,2.87,5,3287.25895224646
3892,1.01,3-Very Good,6-E,4-VS2,60.4,58.0,6.47,6.6,3.95,5,3287.25895224646
3893,0.57,3-Very Good,2-I,3-SI1,61.1,61.0,5.34,5.37,3.27,1,4912.503913801233
3894,0.4,2-Good,6-E,3-SI1,63.3,56.0,4.68,4.74,2.98,5,3287.25895224646
3895,0.36,5-Ideal,6-E,4-VS2,62.1,55.0,4.54,4.58,2.83,5,3287.25895224646
3896,0.3,4-Premium,6-E,8-IF,61.9,58.0,4.3,4.26,2.65,5,3287.25895224646
3897,1.01,5-Ideal,5-F,2-SI2,60.5,57.0,6.49,6.53,3.94,4,3693.570192635153
3898,1.5,5-Ideal,3-H,3-SI1,61.3,57.0,7.38,7.4,4.53,2,4506.192673412539
3899,0.57,3-Very Good,5-F,5-VS1,63.2,56.0,5.27,5.31,3.34,4,3693.570192635153
3900,0.9,3-Very Good,3-H,3-SI1,58.7,59.0,6.3,6.35,3.71,2,4506.192673412539
3901,0.51,5-Ideal,3-H,6-VVS2,60.1,57.0,5.19,5.22,3.12,2,4506.192673412539
3902,0.27,3-Very Good,6-E,6-VVS2,61.7,58.0,4.12,4.15,2.55,5,3287.25895224646
3903,0.7,3-Very Good,4-G,3-SI1,63.6,58.0,5.61,5.65,3.58,3,4099.881433023846
3904,1.75,2-Good,2-I,5-VS1,58.3,59.0,7.92,7.97,4.63,1,4912.503913801233
3905,1.0,1-Fair,6-E,3-SI1,57.4,62.0,6.54,6.59,3.77,5,3287.25895224646
3906,0.5,3-Very Good,5-F,4-VS2,63.0,58.0,5.05,5.08,3.19,4,3693.570192635153
3907,1.51,5-Ideal,5-F,4-VS2,62.4,53.0,7.37,7.32,4.58,4,3693.570192635153
3908,1.2,2-Good,4-G,4-VS2,65.2,56.0,6.61,6.67,4.33,3,4099.881433023846
3909,0.4,3-Very Good,5-F,5-VS1,61.2,58.0,4.74,4.86,2.94,4,3693.570192635153
3910,0.71,5-Ideal,3-H,5-VS1,62.1,55.0,5.68,5.72,3.54,2,4506.192673412539
3911,0.43,5-Ideal,4-G,5-VS1,61.3,57.0,4.88,4.85,2.98,3,4099.881433023846
3912,0.31,5-Ideal,5-F,4-VS2,62.6,57.0,4.29,4.33,2.7,4,3693.570192635153
3913,0.43,3-Very Good,5-F,5-VS1,62.2,61.0,4.75,4.83,2.98,4,3693.570192635153
3914,0.53,5-Ideal,1-J,5-VS1,61.4,55.2,5.2,5.22,3.2,0,5318.815154189925
3915,0.76,3-Very Good,2-I,3-SI1,62.0,56.0,5.81,5.84,3.61,1,4912.503913801233
3916,0.59,5-Ideal,4-G,4-VS2,62.6,54.0,5.32,5.38,3.35,3,4099.881433023846
3917,0.42,4-Premium,7-D,6-VVS2,59.6,59.0,4.9,4.96,2.94,6,2880.947711857767
3918,0.52,3-Very Good,6-E,3-SI1,59.3,59.0,5.26,5.3,3.13,5,3287.25895224646
3919,0.31,5-Ideal,4-G,5-VS1,62.3,54.0,4.35,4.38,2.72,3,4099.881433023846
3920,0.72,5-Ideal,6-E,3-SI1,62.0,57.0,5.72,5.66,3.53,5,3287.25895224646
3921,0.72,4-Premium,4-G,3-SI1,60.8,58.0,5.8,5.74,3.51,3,4099.881433023846
3922,0.25,3-Very Good,6-E,7-VVS1,62.9,59.0,3.99,4.02,2.52,5,3287.25895224646
3923,0.51,5-Ideal,5-F,5-VS1,62.1,56.0,5.15,5.13,3.19,4,3693.570192635153
3924,1.51,4-Premium,2-I,5-VS1,60.0,58.0,7.51,7.45,4.49,1,4912.503913801233
3925,0.45,5-Ideal,2-I,5-VS1,61.9,54.0,4.95,4.97,3.07,1,4912.503913801233
3926,1.75,4-Premium,4-G,5-VS1,59.6,60.0,7.9,7.76,4.67,3,4099.881433023846
3927,0.71,5-Ideal,6-E,5-VS1,62.3,56.0,5.66,5.7,3.54,5,3287.25895224646
3928,0.59,5-Ideal,5-F,4-VS2,60.2,57.0,5.48,5.44,3.29,4,3693.570192635153
3929,1.15,3-Very Good,5-F,3-SI1,62.5,59.0,6.62,6.69,4.16,4,3693.570192635153
3930,0.47,5-Ideal,6-E,5-VS1,61.5,55.0,5.01,5.04,3.09,5,3287.25895224646
3931,0.33,4-Premium,4-G,4-VS2,62.6,58.0,4.4,4.36,2.74,3,4099.881433023846
3932,2.16,4-Premium,1-J,7-VVS1,61.5,58.0,8.36,8.26,5.11,0,5318.815154189925
3933,0.3,2-Good,3-H,3-SI1,63.7,56.0,4.2,4.22,2.68,2,4506.192673412539
3934,1.07,5-Ideal,3-H,2-SI2,59.2,57.0,6.7,6.64,3.95,2,4506.192673412539
3935,1.6,4-Premium,2-I,4-VS2,60.2,58.0,7.63,7.56,4.57,1,4912.503913801233
3936,1.0,4-Premium,4-G,2-SI2,62.7,59.0,6.36,6.3,3.97,3,4099.881433023846
3937,1.5,3-Very Good,3-H,5-VS1,60.7,58.0,7.35,7.42,4.48,2,4506.192673412539
3938,0.54,5-Ideal,4-G,8-IF,61.2,57.0,5.26,5.28,3.22,3,4099.881433023846
3939,0.41,5-Ideal,5-F,6-VVS2,61.4,56.0,4.81,4.76,2.94,4,3693.570192635153
3940,1.51,3-Very Good,2-I,5-VS1,63.1,53.0,7.34,7.25,4.6,1,4912.503913801233
3941,0.51,5-Ideal,6-E,3-SI1,61.7,55.0,5.13,5.17,3.18,5,3287.25895224646
3942,1.02,4-Premium,6-E,3-SI1,61.4,58.0,6.48,6.45,3.97,5,3287.25895224646
3943,0.31,2-Good,2-I,5-VS1,63.9,55.0,4.28,4.3,2.74,1,4912.503913801233
3944,0.41,3-Very Good,5-F,7-VVS1,61.4,58.0,4.76,4.78,2.93,4,3693.570192635153
3945,2.0,4-Premium,1-J,5-VS1,63.0,58.0,8.04,7.99,5.05,0,5318.815154189925
3946,0.78,5-Ideal,2-I,4-VS2,60.9,57.0,5.92,5.97,3.62,1,4912.503913801233
3947,0.51,2-Good,6-E,4-VS2,63.1,59.0,5.04,5.07,3.19,5,3287.25895224646
3948,0.3,5-Ideal,4-G,7-VVS1,61.7,55.0,4.34,4.32,2.67,3,4099.881433023846
3949,0.33,3-Very Good,4-G,5-VS1,62.8,58.0,4.38,4.41,2.76,3,4099.881433023846
3950,0.76,5-Ideal,3-H,6-VVS2,61.0,56.0,5.85,5.91,3.59,2,4506.192673412539
3951,0.4,5-Ideal,6-E,4-VS2,61.6,57.0,4.73,4.75,2.92,5,3287.25895224646
3952,0.53,4-Premium,4-G,3-SI1,61.0,59.0,5.25,5.21,3.19,3,4099.881433023846
3953,0.42,5-Ideal,4-G,3-SI1,62.2,53.0,4.8,4.84,3.0,3,4099.881433023846
3954,0.35,3-Very Good,2-I,4-VS2,61.7,57.0,4.52,4.56,2.8,1,4912.503913801233
3955,0.5,4-Premium,4-G,5-VS1,62.5,60.0,5.08,5.06,3.17,3,4099.881433023846
3956,1.01,3-Very Good,6-E,3-SI1,61.0,56.0,6.47,6.54,3.97,5,3287.25895224646
3957,0.31,3-Very Good,7-D,3-SI1,60.0,61.0,4.41,4.43,2.65,6,2880.947711857767
3958,0.34,5-Ideal,6-E,7-VVS1,62.2,56.0,4.45,4.49,2.78,5,3287.25895224646
3959,0.43,5-Ideal,7-D,3-SI1,62.5,55.0,4.83,4.8,3.01,6,2880.947711857767
3960,0.3,5-Ideal,6-E,6-VVS2,62.3,56.0,4.3,4.34,2.69,5,3287.25895224646
3961,1.26,5-Ideal,3-H,3-SI1,61.9,57.0,6.88,6.93,4.27,2,4506.192673412539
3962,0.32,5-Ideal,7-D,4-VS2,62.6,55.0,4.39,4.37,2.74,6,2880.947711857767
3963,1.01,4-Premium,4-G,2-SI2,62.4,58.0,6.38,6.41,3.99,3,4099.881433023846
3964,0.34,3-Very Good,6-E,6-VVS2,62.7,59.0,4.41,4.43,2.77,5,3287.25895224646
3965,0.92,2-Good,7-D,3-SI1,60.2,56.0,6.28,6.32,3.79,6,2880.947711857767
3966,1.01,3-Very Good,5-F,4-VS2,63.8,55.0,6.31,6.38,4.05,4,3693.570192635153
3967,0.5,2-Good,7-D,6-VVS2,62.4,64.0,5.03,5.06,3.14,6,2880.947711857767
3968,0.73,5-Ideal,7-D,3-SI1,62.4,53.0,5.82,5.79,3.62,6,2880.947711857767
3969,0.42,5-Ideal,2-I,7-VVS1,62.7,55.0,4.8,4.77,3.0,1,4912.503913801233
3970,1.01,3-Very Good,7-D,6-VVS2,63.0,56.0,6.35,6.41,4.02,6,2880.947711857767
3971,0.59,3-Very Good,5-F,8-IF,59.9,63.0,5.44,5.47,3.27,4,3693.570192635153
3972,0.27,3-Very Good,7-D,4-VS2,63.0,57.0,4.06,4.1,2.57,6,2880.947711857767
3973,1.04,3-Very Good,7-D,2-SI2,63.1,58.0,6.39,6.33,4.01,6,2880.947711857767
3974,0.75,4-Premium,6-E,2-SI2,63.0,58.0,5.78,5.71,3.62,5,3287.25895224646
3975,0.61,2-Good,5-F,2-SI2,62.5,65.0,5.36,5.29,3.33,4,3693.570192635153
3976,0.9,2-Good,5-F,3-SI1,61.3,60.0,6.13,6.18,3.77,4,3693.570192635153
3977,0.31,3-Very Good,3-H,3-SI1,60.5,60.0,4.33,4.4,2.64,2,4506.192673412539
3978,1.01,1-Fair,7-D,2-SI2,64.7,57.0,6.31,6.27,4.07,6,2880.947711857767
3979,1.01,5-Ideal,2-I,3-SI1,60.3,58.0,6.5,6.56,3.94,1,4912.503913801233
3980,1.0,3-Very Good,2-I,5-VS1,63.3,55.0,6.39,6.34,4.03,1,4912.503913801233
3981,0.31,2-Good,4-G,4-VS2,63.1,58.0,4.3,4.35,2.73,3,4099.881433023846
3982,0.4,5-Ideal,7-D,2-SI2,62.8,56.0,4.73,4.7,2.96,6,2880.947711857767
3983,1.01,4-Premium,3-H,7-VVS1,60.5,57.0,6.55,6.48,3.94,2,4506.192673412539
3984,0.71,2-Good,6-E,3-SI1,63.1,59.0,5.62,5.75,3.59,5,3287.25895224646
3985,0.35,5-Ideal,4-G,6-VVS2,61.0,57.0,4.58,4.54,2.78,3,4099.881433023846
3986,0.47,5-Ideal,1-J,3-SI1,60.6,54.0,5.04,5.0,3.09,0,5318.815154189925
3987,0.31,4-Premium,5-F,3-SI1,62.7,58.0,4.31,4.33,2.71,4,3693.570192635153
3988,0.71,5-Ideal,3-H,5-VS1,61.8,55.0,5.72,5.77,3.55,2,4506.192673412539
3989,0.53,5-Ideal,2-I,5-VS1,61.6,57.0,5.21,5.18,3.2,1,4912.503913801233
3990,0.39,4-Premium,1-J,7-VVS1,61.8,56.0,4.71,4.64,2.89,0,5318.815154189925
3991,0.31,5-Ideal,3-H,5-VS1,62.1,54.0,4.3,4.37,2.69,2,4506.192673412539
3992,0.3,5-Ideal,4-G,6-VVS2,60.9,57.0,4.35,4.32,2.64,3,4099.881433023846
3993,2.01,1-Fair,2-I,2-SI2,66.5,61.0,7.81,7.75,5.17,1,4912.503913801233
3994,0.41,3-Very Good,2-I,3-SI1,63.3,60.0,4.71,4.64,2.96,1,4912.503913801233
3995,1.22,4-Premium,6-E,4-VS2,62.2,55.0,6.91,6.85,4.28,5,3287.25895224646
3996,2.2,5-Ideal,2-I,5-VS1,61.4,57.0,8.41,8.37,5.15,1,4912.503913801233
3997,2.0,3-Very Good,1-J,3-SI1,62.2,59.0,7.92,7.97,4.94,0,5318.815154189925
3998,0.39,5-Ideal,6-E,7-VVS1,62.1,54.0,4.67,4.7,2.91,5,3287.25895224646
3999,0.91,5-Ideal,4-G,2-SI2,61.0,57.0,6.25,6.28,3.82,3,4099.881433023846
4000,1.01,2-Good,3-H,3-SI1,60.3,64.0,6.5,6.53,3.93,2,4506.192673412539
4001,1.09,4-Premium,7-D,2-SI2,61.2,60.0,6.6,6.64,4.05,6,2880.947711857767
4002,0.53,5-Ideal,7-D,4-VS2,60.2,57.0,5.24,5.26,3.16,6,2880.947711857767
4003,1.24,4-Premium,6-E,2-SI2,60.8,57.0,6.98,6.94,4.23,5,3287.25895224646
4004,0.56,5-Ideal,7-D,5-VS1,62.6,55.0,5.25,5.29,3.3,6,2880.947711857767
4005,0.59,5-Ideal,7-D,4-VS2,60.9,57.0,5.42,5.48,3.32,6,2880.947711857767
4006,0.33,4-Premium,6-E,3-SI1,59.1,58.0,4.56,4.51,2.68,5,3287.25895224646
4007,0.9,3-Very Good,2-I,3-SI1,61.8,56.0,6.19,6.24,3.84,1,4912.503913801233
4008,1.02,2-Good,7-D,5-VS1,64.6,58.0,6.22,6.28,4.04,6,2880.947711857767
4009,0.72,1-Fair,5-F,3-SI1,64.8,55.0,5.64,5.6,3.64,4,3693.570192635153
4010,0.52,5-Ideal,6-E,4-VS2,61.0,57.0,5.21,5.19,3.17,5,3287.25895224646
4011,0.32,5-Ideal,2-I,7-VVS1,62.0,55.3,4.39,4.42,2.73,1,4912.503913801233
4012,0.25,3-Very Good,5-F,7-VVS1,61.1,57.0,4.05,4.08,2.48,4,3693.570192635153
4013,0.72,3-Very Good,4-G,8-IF,63.3,54.0,5.64,5.73,3.6,3,4099.881433023846
4014,1.13,5-Ideal,3-H,3-SI1,62.3,56.0,6.66,6.69,4.16,2,4506.192673412539
4015,1.01,4-Premium,2-I,3-SI1,62.8,58.0,6.4,6.34,4.0,1,4912.503913801233
4016,0.72,5-Ideal,2-I,7-VVS1,61.3,57.0,5.74,5.77,3.53,1,4912.503913801233
4017,1.54,5-Ideal,2-I,4-VS2,60.2,59.0,7.52,7.57,4.54,1,4912.503913801233
4018,0.9,1-Fair,6-E,2-SI2,65.8,59.0,6.03,5.98,3.95,5,3287.25895224646
4019,1.0,2-Good,5-F,4-VS2,64.0,59.0,6.29,6.25,4.03,4,3693.570192635153
4020,0.39,3-Very Good,6-E,2-SI2,59.1,56.0,4.76,4.82,2.83,5,3287.25895224646
4021,0.5,5-Ideal,5-F,6-VVS2,62.2,54.0,5.09,5.11,3.17,4,3693.570192635153
4022,1.18,5-Ideal,4-G,7-VVS1,61.1,57.0,6.78,6.84,4.16,3,4099.881433023846
4023,0.31,3-Very Good,7-D,6-VVS2,60.5,56.0,4.38,4.41,2.66,6,2880.947711857767
4024,1.06,4-Premium,3-H,3-SI1,61.0,58.0,6.61,6.57,4.02,2,4506.192673412539
4025,0.31,2-Good,7-D,2-SI2,63.7,55.0,4.35,4.32,2.76,6,2880.947711857767
4026,2.01,4-Premium,2-I,4-VS2,60.3,62.0,8.13,8.08,4.89,1,4912.503913801233
4027,0.3,3-Very Good,4-G,3-SI1,62.8,56.0,4.28,4.32,2.7,3,4099.881433023846
4028,0.3,3-Very Good,2-I,6-VVS2,60.1,63.0,4.28,4.31,2.58,1,4912.503913801233
4029,1.01,1-Fair,3-H,2-SI2,65.4,59.0,6.3,6.26,4.11,2,4506.192673412539
4030,0.34,5-Ideal,4-G,3-SI1,61.2,57.0,4.53,4.56,2.78,3,4099.881433023846
4031,0.73,1-Fair,2-I,5-VS1,55.9,66.0,6.11,6.01,3.39,1,4912.503913801233
4032,0.72,5-Ideal,2-I,5-VS1,60.7,57.0,5.78,5.81,3.51,1,4912.503913801233
4033,0.31,5-Ideal,6-E,4-VS2,62.0,55.0,4.37,4.34,2.7,5,3287.25895224646
4034,1.53,5-Ideal,6-E,3-SI1,62.3,54.2,7.35,7.38,4.59,5,3287.25895224646
4035,0.25,3-Very Good,6-E,6-VVS2,61.9,59.0,3.99,4.02,2.48,5,3287.25895224646
4036,0.4,2-Good,5-F,3-SI1,63.6,57.0,4.7,4.67,2.98,4,3693.570192635153
4037,1.21,3-Very Good,5-F,3-SI1,59.4,56.0,6.95,7.0,4.14,4,3693.570192635153
4038,1.0,4-Premium,6-E,2-SI2,60.4,60.0,6.49,6.46,3.91,5,3287.25895224646
4039,1.02,3-Very Good,5-F,3-SI1,62.1,63.0,6.48,6.36,3.99,4,3693.570192635153
4040,0.71,2-Good,5-F,2-SI2,64.5,55.6,5.58,5.61,3.6,4,3693.570192635153
4041,0.41,3-Very Good,5-F,6-VVS2,62.9,54.0,4.7,4.74,2.97,4,3693.570192635153
4042,1.5,4-Premium,6-E,2-SI2,62.7,56.0,7.38,7.33,4.61,5,3287.25895224646
4043,0.9,3-Very Good,3-H,4-VS2,62.1,57.0,6.16,6.23,3.85,2,4506.192673412539
4044,0.36,5-Ideal,6-E,3-SI1,61.6,56.0,4.56,4.59,2.82,5,3287.25895224646
4045,1.05,4-Premium,4-G,8-IF,60.6,60.0,6.57,6.59,3.99,3,4099.881433023846
4046,0.34,5-Ideal,4-G,4-VS2,61.0,57.0,4.48,4.5,2.74,3,4099.881433023846
4047,1.18,4-Premium,6-E,2-SI2,62.5,60.0,6.74,6.7,4.2,5,3287.25895224646
4048,1.03,4-Premium,7-D,2-SI2,61.8,60.0,6.45,6.42,3.98,6,2880.947711857767
4049,0.32,5-Ideal,4-G,4-VS2,62.4,55.0,4.36,4.39,2.73,3,4099.881433023846
4050,1.08,5-Ideal,6-E,6-VVS2,61.0,56.0,6.64,6.67,4.06,5,3287.25895224646
4051,0.73,5-Ideal,1-J,3-SI1,61.8,56.0,5.78,5.81,3.58,0,5318.815154189925
4052,1.1,5-Ideal,5-F,2-SI2,60.4,55.0,6.77,6.73,4.08,4,3693.570192635153
4053,1.72,4-Premium,2-I,6-VVS2,62.7,58.0,7.6,7.54,4.75,1,4912.503913801233
4054,1.0,4-Premium,5-F,3-SI1,61.6,61.0,6.37,6.3,3.9,4,3693.570192635153
4055,0.92,5-Ideal,3-H,3-SI1,61.6,56.0,6.21,6.25,3.84,2,4506.192673412539
4056,0.75,5-Ideal,6-E,3-SI1,61.4,56.0,5.83,5.89,3.6,5,3287.25895224646
4057,0.72,4-Premium,5-F,5-VS1,58.8,60.0,5.91,5.89,3.47,4,3693.570192635153
4058,1.2,4-Premium,4-G,2-SI2,59.9,59.0,6.92,6.98,4.16,3,4099.881433023846
4059,0.61,5-Ideal,5-F,6-VVS2,61.8,55.0,5.43,5.47,3.37,4,3693.570192635153
4060,0.31,5-Ideal,6-E,4-VS2,61.4,54.0,4.41,4.38,2.7,5,3287.25895224646
4061,0.52,3-Very Good,5-F,6-VVS2,58.9,60.0,5.23,5.3,3.1,4,3693.570192635153
4062,0.23,3-Very Good,7-D,7-VVS1,59.7,58.0,3.97,4.04,2.39,6,2880.947711857767
4063,0.3,3-Very Good,4-G,5-VS1,60.2,62.0,4.3,4.31,2.59,3,4099.881433023846
4064,0.84,3-Very Good,7-D,3-SI1,59.2,59.0,6.18,6.21,3.67,6,2880.947711857767
4065,0.77,5-Ideal,6-E,2-SI2,62.1,56.0,5.84,5.86,3.63,5,3287.25895224646
4066,2.14,4-Premium,5-F,2-SI2,58.2,61.0,8.5,8.45,4.93,4,3693.570192635153
4067,1.01,3-Very Good,3-H,7-VVS1,60.6,56.0,6.5,6.53,3.95,2,4506.192673412539
4068,0.35,4-Premium,6-E,3-SI1,59.7,60.0,4.58,4.53,2.72,5,3287.25895224646
4069,1.5,4-Premium,2-I,6-VVS2,60.2,58.0,7.5,7.34,4.47,1,4912.503913801233
4070,0.52,5-Ideal,5-F,8-IF,60.3,60.0,5.24,5.27,3.17,4,3693.570192635153
4071,1.19,5-Ideal,3-H,5-VS1,62.5,54.0,6.78,6.82,4.25,2,4506.192673412539
4072,0.3,4-Premium,1-J,5-VS1,62.6,58.0,4.27,4.32,2.69,0,5318.815154189925
4073,0.53,4-Premium,6-E,3-SI1,61.8,60.0,5.21,5.18,3.21,5,3287.25895224646
4074,0.91,5-Ideal,7-D,6-VVS2,62.0,54.0,6.2,6.25,3.86,6,2880.947711857767
4075,0.59,3-Very Good,6-E,4-VS2,60.8,57.0,5.37,5.42,3.28,5,3287.25895224646
